0.00000	0.00000	0.00000	0.00000	+2.01603958970029E-1+5.44401242720466E-5i	+2.00221084034040E-2-9.78744055388277E-5i	+6.45916241773778E-2+4.31087597047095E-4i	-1.13403171893865E-2-4.01656747199856E-5i	+1.12177351721713E-1+8.01661755725993E-5i	-9.01321465157591E-3-1.23219681315985E-4i	+6.37180902557752E-2-9.16557898144429E-5i	-9.01672379179818E-4+9.39854347719610E-7i	-1.02284544646915E-1-1.97466117535063E-4i	+6.16046816768375E-3+1.66743324687317E-7i	+6.66300239013809E-4+8.35289784794690E-7i	+2.36577686684154E-3+2.08693790612054E-6i	-3.46163746566818E-4-4.45119761721824E-7i	+3.72816192852711E-3+5.82462128619054E-6i	-3.27049551714101E-4-8.89696638774746E-7i	+1.94562022536030E-3+1.81358816398915E-7i	-3.13808019493494E-5+3.01022990874225E-7i	-3.74204206694010E-3-5.24109567608621E-6i
7.00000	0.00000	0.00000	0.00000	+2.06186709320594E-1-5.64705858618690E-3i	+1.88828877046508E-2+1.34906833133546E-3i	+6.47994877715501E-2-2.90224240653681E-5i	-1.33826779361774E-2+2.46605173026467E-3i	+1.12051557487879E-1-1.63877477081234E-6i	-9.11777055353350E-3+1.04915669357647E-4i	+6.57059963401416E-2-2.76221716577855E-3i	-1.32855301619783E-3+5.95100892853510E-4i	-1.01650204688644E-1-9.28592732411344E-4i	+7.07342219063793E-3-3.22875035637965E-4i	+4.34885046775679E-4+9.26763876258763E-5i	+2.50981804572622E-3-7.48459662688010E-5i	-7.51957699088626E-4+1.46015876503428E-4i	+3.78317261622559E-3-3.09584213605181E-5i	-3.91966207047157E-4+3.37537864379098E-5i	+2.39078669014325E-3-1.64815444348387E-4i	-1.35962142404820E-4+4.58695190985142E-5i	-3.62449613885800E-3-4.85259220614752E-5i
12.00000	0.00000	0.00000	0.00000	+2.02182763592427E-1-7.70498000850716E-4i	+1.97700622476270E-2+1.41215789210122E-4i	+6.39873789968936E-2+1.07468377751440E-3i	-1.18513246243787E-2+5.74575594327196E-4i	+1.12064230339597E-1+1.38162093739933E-4i	-8.74804996973763E-3-4.64005423586759E-4i	+6.53056291742879E-2-2.06496978791673E-3i	-1.28843400257433E-3+4.80957708227963E-4i	-1.02881871656409E-1+6.54343775716055E-4i	+6.29668872175277E-3-4.74356937659523E-5i	+6.16842556413762E-4+1.73748407083280E-5i	+2.24854806545723E-3+4.29603442687845E-5i	-4.43111035574779E-4+3.31592188985956E-5i	+3.73767386744572E-3-3.30628486824097E-6i	-2.62117982430457E-4-2.72973741508117E-5i	+2.26014752282449E-3-1.09929031175613E-4i	-1.20333240713264E-4+3.58486122588488E-5i	-3.93219830080249E-3+7.93060053548745E-5i
20.00000	0.00000	0.00000	0.00000	+2.01517280583597E-1+1.19037378316832E-4i	+2.00134760630097E-2-1.38789169746223E-4i	+6.45942115682814E-2+3.84467888503572E-4i	-1.13457917184660E-2-3.77324221295938E-5i	+1.12151679817478E-1+1.05003912051975E-4i	-8.99705793223277E-3-1.51776617367088E-4i	+6.37265431270392E-2-1.25124386886205E-4i	-9.26755114751660E-4+2.80275028640053E-5i	-1.02391838904938E-1-5.51367365462328E-5i	+6.15441317185116E-3+1.20459745164369E-6i	+6.66778939113757E-4-5.81338231228208E-8i	+2.37027727186369E-3-4.96800724223480E-7i	-3.47368027376258E-4-4.84458202452992E-9i	+3.72682167736793E-3+5.64228801851365E-6i	-3.21206399117050E-4-3.43810700136570E-6i	+1.95382900381629E-3-2.94327207107447E-6i	-3.80005879398994E-5+2.67809716389825E-6i	-3.77601434455543E-3+9.16855762346766E-6i
30.00000	0.00000	0.00000	0.00000	+2.01601463671260E-1+5.82980496730382E-5i	+2.00089479004239E-2-1.21468862406029E-4i	+6.45850607523543E-2+4.16791954296802E-4i	-1.13422212431744E-2-4.42423503906734E-5i	+1.12175142771901E-1+8.48327170040708E-5i	-9.01722437922960E-3-1.24563993990916E-4i	+6.37157127414830E-2-8.51995497495179E-5i	-9.00970900607560E-4-4.28176413833237E-6i	-1.02293442334984E-1-1.93463060015145E-4i	+6.16041703918040E-3+1.81375198824973E-7i	+6.66440968472027E-4+4.44817934335906E-7i	+2.36699889073022E-3+8.85999337848258E-7i	-3.45937211269841E-4-5.03175139882922E-7i	+3.72792453501587E-3+5.77402377002977E-6i	-3.26908958964155E-4-1.11682026472612E-6i	+1.94510938935104E-3+6.30160737461788E-7i	-3.15556499075840E-5+3.29369603011336E-7i	-3.74408205588722E-3-4.38648655862346E-6i
50.00000	0.00000	0.00000	0.00000	+2.01607852892247E-1+5.54887466910110E-5i	+1.99928223616052E-2-1.15706165532174E-4i	+6.45917745320567E-2+4.28653340340923E-4i	-1.13423245027538E-2-4.33264085607712E-5i	+1.12197608144984E-1+8.14974601066600E-5i	-9.00405183185969E-3-1.24158711623804E-4i	+6.37248039253779E-2-9.31108736873894E-5i	-9.40745382932462E-4-3.06477717337287E-6i	-1.02308190880073E-1-1.97926950905095E-4i	+6.16057924596488E-3+2.16034518057289E-8i	+6.65762371930787E-4+6.58068505212090E-7i	+2.36579938572109E-3+1.54629403126722E-6i	-3.46018895892500E-4-4.05430597580717E-7i	+3.72877888523054E-3+5.65802684604460E-6i	-3.26664838246871E-4-9.60890632645974E-7i	+1.94591840592204E-3+3.65365109462300E-7i	-3.25938542516661E-5+2.43045962751892E-7i	-3.74289986062029E-3-5.18512695694780E-6i
70.00000	0.00000	0.00000	0.00000	+2.01610617722581E-1+5.52877926647538E-5i	+2.00052314454014E-2-1.13203721362321E-4i	+6.45950695873110E-2+4.29262975008618E-4i	-1.13354583180635E-2-4.29889801268438E-5i	+1.12197484569649E-1+8.17134232088151E-5i	-9.00222343822931E-3-1.23979369248244E-4i	+6.37254557718633E-2-9.35866920814032E-5i	-9.39583096182616E-4-2.14967127599341E-6i	-1.02308255223834E-1-1.98125711142845E-4i	+6.16044399049723E-3-3.75776838481834E-7i	+6.65933232602784E-4+9.68296094113720E-7i	+2.36570070605369E-3+1.70037256455775E-6i	-3.45926048199883E-4-2.34172893797025E-7i	+3.72872356375821E-3+5.45457645743013E-6i	-3.26672595157826E-4-8.17530857639987E-7i	+1.94600283604880E-3+1.45286517916083E-7i	-3.25594266656803E-5+2.83387444000649E-7i	-3.74285298622252E-3-4.99717592829214E-6i
100.00000	0.00000	0.00000	0.00000	+2.01610425252804E-1+5.58230692360267E-5i	+1.99959103005315E-2-1.14386548172524E-4i	+6.45953591091036E-2+4.29665618142960E-4i	-1.13396293076320E-2-4.33439809600735E-5i	+1.12200170311058E-1+8.13321667451512E-5i	-9.00479873130926E-3-1.24179819012435E-4i	+6.37281038017630E-2-9.34448963127248E-5i	-9.41190044168379E-4-2.64196781084160E-6i	-1.02309591493548E-1-1.97601561880552E-4i	+6.16055583106541E-3+7.30767457270937E-9i	+6.65952990338866E-4+7.75194856146821E-7i	+2.36588633811640E-3+1.65101900063774E-6i	-3.45905094290592E-4-3.63754830031164E-7i	+3.72882796480046E-3+5.58370413896192E-6i	-3.26656174344120E-4-9.06754848239853E-7i	+1.94602786180204E-3+2.93508789006065E-7i	-3.25929742951622E-5+2.77300122589366E-7i	-3.74290573304337E-3-5.12754621579708E-6i
0.00000	0.00000	0.00000	0.00000	+2.01611146566931E-1+5.59152527364268E-5i	+1.99931647092927E-2-1.14792516972482E-4i	+6.45960708390413E-2+4.29769019279333E-4i	-1.13412640795207E-2-4.34207617010959E-5i	+1.12201634511034E-1+8.13113521860062E-5i	-9.00525245211597E-3-1.24197017757055E-4i	+6.37296130816170E-2-9.34428477903964E-5i	-9.41507485343413E-4-2.78931505934079E-6i	-1.02310643909428E-1-1.97531147071958E-4i	+6.16056338593634E-3+5.75551707845105E-8i	+6.65890784323410E-4+6.79969585259267E-7i	+2.36591432670319E-3+1.59045475895935E-6i	-3.45936696244805E-4-3.97217591176859E-7i	+3.72887245037354E-3+5.59038249999665E-6i	-3.26669798659611E-4-9.50623982378111E-7i	+1.94605633939526E-3+3.27177163385953E-7i	-3.26072805212693E-5+2.60330108600781E-7i	-3.74293681036293E-3-5.14016481775473E-6i
0.00000	0.00000	0.00000	0.00000	+2.01611267298881E-1+5.60015260816417E-5i	+1.99904600215757E-2-1.15210813312160E-4i	+6.45961973228405E-2+4.29790836787029E-4i	-1.13428144431954E-2-4.34934307734515E-5i	+1.12202312723023E-1+8.13832916168254E-5i	-9.00576481545051E-3-1.24240855062415E-4i	+6.37306708157825E-2-9.34053736606684E-5i	-9.41854004036657E-4-2.95195000689936E-6i	-1.02311029398341E-1-1.97497199423573E-4i	+6.16061192558658E-3+4.40411234393347E-8i	+6.65832029005133E-4+5.89807513959386E-7i	+2.36595997235993E-3+1.52601548288611E-6i	-3.45969203963598E-4-4.25441334044163E-7i	+3.72889725682634E-3+5.57634947101308E-6i	-3.26685588791060E-4-9.83034673553449E-7i	+1.94607740388306E-3+3.48222528787665E-7i	-3.26145053881352E-5+2.50623259714007E-7i	-3.74295799865467E-3-5.14424261429671E-6i
