0 0 0 0 0 0
   0.1000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   0.2000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   0.3000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   0.4000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   0.5000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   0.6000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   0.7000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   0.8000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   0.9000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   1.0000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   1.1000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   1.2000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   1.3000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   1.4000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   1.5000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   1.6000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   1.7000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   1.8000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   1.9000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.1000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.2000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.3000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.4000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.5000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.6000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.7000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.8000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.9000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   3.0000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   3.3000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   3.6000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   3.9000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   4.2000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   4.5000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   4.8000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   5.1000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   6.0000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   7.0000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   8.0000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   9.0000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   10.0000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
0 0 0 0 0 0
