0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.00919859555129E-1-4.51418900731699E-6i	+1.98322476640236E-2-1.33548661142259E-4i	-6.44215559950206E-2-2.98158846873929E-4i	-6.35336494988709E-3-2.64829044269874E-5i	+1.12229981300644E-1+3.92226551549559E-6i	+6.20929500982681E-3+7.38265132420646E-5i	+6.31384082442880E-2-1.05675843558863E-4i	+7.19606674614003E-4-2.27694057621058E-5i	+1.02098352008025E-1+1.51664668491234E-6i	+6.14135971250416E-3-9.99791714523847E-7i	+6.61560117576029E-4-8.58440852865865E-7i	-2.36032905886714E-3+1.82645530160066E-6i	-1.93734129849248E-4-4.18985743340670E-7i	+3.72989325818437E-3-5.50405543749302E-7i	+2.24944855161441E-4+4.45501507970856E-7i	+1.92780361945853E-3+3.81363056301066E-7i	+2.30540784157884E-5+8.90681547696384E-8i	+3.73568259439194E-3-5.82307304675952E-8i	3817561603.30102	106.66082	3817561573.52130	76.88126
5.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01244664567327E-1-8.28346895359256E-5i	+1.97524576843320E-2-1.07736719571700E-4i	-6.45241103892331E-2-2.54518159740301E-4i	-6.46256299408695E-3+1.40630744108184E-6i	+1.12208354084666E-1+1.14249453097129E-5i	+6.24109087795458E-3+4.81931402923945E-5i	+6.32221897782125E-2-1.25374995723254E-4i	+7.01401644303483E-4-2.36296316677091E-5i	+1.02032585753911E-1+1.04286129272660E-5i	+6.15233689220041E-3-1.16963435575407E-6i	+6.58428424476078E-4-8.17032113467097E-7i	-2.36508827397124E-3+1.92396745023775E-6i	-1.97409466702357E-4-3.62402422600355E-7i	+3.72903483045902E-3-5.43542338793007E-7i	+2.26476399884385E-4+4.04600266059451E-7i	+1.93066888565793E-3+3.39063696830191E-7i	+2.23889563342392E-5+9.51896682224903E-8i	+3.73281909780317E-3-2.21430204585223E-8i	3817561708.32953	211.68620	3817561678.54900	181.90664
6.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01222155199970E-1-7.73242841831460E-5i	+1.97553581303418E-2-1.08240599926935E-4i	-6.44745496312521E-2-2.69590208982213E-4i	-6.45712863478651E-3-1.11864452567679E-7i	+1.12209012042503E-1+1.15143315804076E-5i	+6.22664640078553E-3+5.39760940209896E-5i	+6.32731713258942E-2-1.36034466672444E-4i	+6.90713039050704E-4-2.06257155206861E-5i	+1.02034213494445E-1+1.07217916036595E-5i	+6.15157077834579E-3-1.15793807634500E-6i	+6.58544095042077E-4-8.16592456679091E-7i	-2.36290206313523E-3+1.89103498107431E-6i	-1.97227953936786E-4-3.68201970475652E-7i	+3.72907094034008E-3-5.39525018132026E-7i	+2.25831022261853E-4+4.18112141835310E-7i	+1.93238065423603E-3+3.23763775756054E-7i	+2.19722625885084E-5+1.02707181371363E-7i	+3.73287672280191E-3-2.46898828301183E-8i	3817561771.07772	274.43298	3817561741.29752	244.65342
7.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01163788007962E-1-6.33889821785601E-5i	+1.97655559820365E-2-1.10968111308932E-4i	-6.44271268162887E-2-2.81706320826700E-4i	-6.44238169117498E-3-1.25134268105644E-6i	+1.12209778397227E-1+1.03687560334452E-5i	+6.21216104205025E-3+5.91976052215174E-5i	+6.33109212624568E-2-1.44793613581028E-4i	+6.82081704524719E-4-1.30087179015854E-5i	+1.02051674107160E-1+1.47698517509908E-5i	+6.14962680318865E-3-1.13027119605103E-6i	+6.58950357489127E-4-8.22262277903281E-7i	-2.36077827213510E-3+1.85599865192043E-6i	-1.96743339869750E-4-3.69298228319984E-7i	+3.72910146826452E-3-5.48605858308682E-7i	+2.25194951559134E-4+4.33573033465029E-7i	+1.93364811310259E-3+3.01380751340372E-7i	+2.16308187134037E-5+1.15475467817349E-7i	+3.73358706155127E-3-3.06611120142133E-8i	3817561830.05008	333.40490	3817561800.27073	303.62534
8.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01114990776333E-1-5.30166550621002E-5i	+1.97747749780383E-2-1.15255339766273E-4i	-6.43941905284187E-2-2.98160302751031E-4i	-6.42898595784931E-3-4.47445404515377E-6i	+1.12211690936990E-1+1.02953114804712E-5i	+6.20213163422772E-3+7.29541921763502E-5i	+6.33221199702497E-2-1.47577836974080E-4i	+6.77545358890997E-4-9.60889681311158E-6i	+1.02079586651715E-1+1.04811769869644E-5i	+6.14797799158182E-3-1.11167456190997E-6i	+6.59294698269121E-4-8.28726872547180E-7i	-2.35925873475958E-3+1.81809258389120E-6i	-1.96289860072354E-4-3.77627431806729E-7i	+3.72917598360543E-3-5.49834141026987E-7i	+2.24712156509712E-4+4.47776751496950E-7i	+1.93400517340831E-3+2.97800736348312E-7i	+2.14440242451845E-5+1.17844167570307E-7i	+3.73481252945647E-3-4.63547601667130E-8i	3817561922.99905	426.35067	3817561893.21931	396.57112
9.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01054384641653E-1-3.95180229632764E-5i	+1.97870303414481E-2-1.19302836798283E-4i	-6.43814872962998E-2-3.04340794104039E-4i	-6.41199846583525E-3-8.43025116511658E-6i	+1.12213011040744E-1+9.56364734528026E-6i	+6.19721809198533E-3+7.75224822543794E-5i	+6.33144781917499E-2-1.45923888862064E-4i	+6.77103556352677E-4-9.57927080223876E-6i	+1.02100366209809E-1+4.60379111038650E-6i	+6.14595340553802E-3-1.08601740549401E-6i	+6.59785433286648E-4-8.37614482684536E-7i	-2.35866889917662E-3+1.80670364420841E-6i	-1.95725399346127E-4-3.87331122966643E-7i	+3.72922525628431E-3-5.53175726816826E-7i	+2.24470347770559E-4+4.52693085059469E-7i	+1.93377049877355E-3+3.03358732541528E-7i	+2.14335072233920E-5+1.23598831034357E-7i	+3.73571770531979E-3-6.38614341018815E-8i	3817561980.29310	483.64487	3817561950.51307	453.86531
10.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.00992727273427E-1-2.61744930745481E-5i	+1.98015613146513E-2-1.24054682281749E-4i	-6.43771454748602E-2-3.08960396013138E-4i	-6.39387242111286E-3-1.25866076977536E-5i	+1.12215201280205E-1+7.47684651284708E-6i	+6.19383482447393E-3+8.60154070815912E-5i	+6.32875008069089E-2-1.40565315342079E-4i	+6.81290568855378E-4-9.48225920679868E-6i	+1.02125083352120E-1-5.42410940893303E-6i	+6.14386884280229E-3-1.05983929923395E-6i	+6.60342849352141E-4-8.51176668680937E-7i	-2.35844683338214E-3+1.80019874206995E-6i	-1.95118364841367E-4-3.92272169101289E-7i	+3.72931645629967E-3-5.60820147620546E-7i	+2.24291648317988E-4+4.62304800596859E-7i	+1.93286761322028E-3+3.12426236132545E-7i	+2.15921229615341E-5+1.18949109041137E-7i	+3.73681381543325E-3-7.58322425460770E-8i	3817562042.03533	545.38502	3817562012.25467	515.60546
11.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.00956805575967E-1-1.84074111964534E-5i	+1.98109522349664E-2-1.27555311330402E-4i	-6.43833666350937E-2-3.07602634977751E-4i	-6.38199074460155E-3-1.53650671239455E-5i	+1.12216780368695E-1+5.82054923184278E-6i	+6.19418277241114E-3+8.93448676317552E-5i	+6.32598929936054E-2-1.35292046944366E-4i	+6.86503001869761E-4-9.42172181063824E-6i	+1.02135164898568E-1-1.16441929879300E-5i	+6.14264687471893E-3-1.03795140619437E-6i	+6.60704417485475E-4-8.53255386588626E-7i	-2.35869318592793E-3+1.79930781078337E-6i	-1.94710827002841E-4-3.97949332703289E-7i	+3.72937968354559E-3-5.61822130818434E-7i	+2.24283291085016E-4+4.64001943411371E-7i	+1.93192648475028E-3+3.28639970547443E-7i	+2.17858065165249E-5+1.17839035811978E-7i	+3.73727776877512E-3-9.98658866637640E-8i	3817562095.39029	598.73657	3817562065.60848	568.95701
12.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.00929620606371E-1-1.15924534750792E-5i	+1.98188469785821E-2-1.31450924340343E-4i	-6.43943789964332E-2-3.03182545439933E-4i	-6.37162889236820E-3-1.78278825281480E-5i	+1.12218635626224E-1+4.20763048645820E-6i	+6.19626941943600E-3+9.06095798184615E-5i	+6.32298558467441E-2-1.29440661381183E-4i	+6.92472773145222E-4-9.38503960242259E-6i	+1.02139031511162E-1-1.64824089178882E-5i	+6.14173446366413E-3-1.01850278948351E-6i	+6.61025305855397E-4-8.64172284157865E-7i	-2.35915670359627E-3+1.82038927863042E-6i	-1.94366452401576E-4-4.02456581557301E-7i	+3.72944976396308E-3-5.65506603242740E-7i	+2.24360016027852E-4+4.70309710900563E-7i	+1.93092151571668E-3+3.37444405431587E-7i	+2.20184916146011E-5+1.18879664040054E-7i	+3.73745982389569E-3-1.10854124851514E-7i	3817562151.75984	655.10801	3817562121.97975	625.32846
13.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.00914155960557E-1-5.73342086554472E-6i	+1.98246071585275E-2-1.35202467986078E-4i	-6.44050993672035E-2-2.97547981358232E-4i	-6.36447087466458E-3-2.13930084860059E-5i	+1.12220896221592E-1+6.15889423207274E-6i	+6.19846381818120E-3+8.55806088504622E-5i	+6.32029661477485E-2-1.22521059881411E-4i	+6.98430204516012E-4-1.15280531839413E-5i	+1.02137345789973E-1-1.50550183479689E-5i	+6.14119310430163E-3-1.01220321658380E-6i	+6.61251256409844E-4-8.66917719449365E-7i	-2.35961582252911E-3+1.82753664378731E-6i	-1.94125012425129E-4-4.02336314906153E-7i	+3.72953086042822E-3-5.62835276388151E-7i	+2.24467691596290E-4+4.65755331925769E-7i	+1.93000985595402E-3+3.51429198703476E-7i	+2.22538483431690E-5+1.10305722765587E-7i	+3.73738613965401E-3-1.03518600247153E-7i	3817562211.65507	715.00268	3817562181.87554	685.22312
