0.00000	0.00000	0.00000	0.00000 0.00000	0.00000	+0.021307499-0.002635914i	-0.113046572+0.001022751i	+0.009215500-0.000588737i	+0.205617784-0.003280863i	+0.021411912+0.001133222i	+0.065320233-0.000288554i	+0.064686470-0.001848889i	-0.002236653+0.000461586i	-0.102434523-0.000746564i	+0.000945863-0.000091948i	-0.003860170+0.000032730i	+0.000461983-0.000048791i	+0.006716707-0.000138807i	+0.000559579+0.000054002i	+0.002578780-0.000073484i	+0.002175951-0.000063730i	-0.000141903+0.000024611i	-0.003659179-0.000037415i
1.00000	0.00000	0.00000	0.00000	0.00000	0.00000 +0.020959862-0.002329444i	-0.113015821+0.000989433i	+0.008774982-0.000134009i	+0.205106201-0.002819564i	+0.021505653+0.001070682i	+0.064551247+0.000464295i	+0.065408916-0.002473747i	-0.002464318+0.000668858i	-0.102670365-0.000515978i	+0.000901214-0.000081275i	-0.003853756+0.000030625i	+0.000362574-0.000016173i	+0.006648830-0.000122189i	+0.000571675+0.000050486i	+0.002420640-0.000024170i	+0.002266684-0.000085093i	-0.000178181+0.000034930i	-0.003709655-0.000020944i
2.00000	0.00000	0.00000	0.00000	0.00000	0.00000 +0.020638312-0.002028597i	-0.112964852+0.000921094i	+0.008581663+0.000058056i	+0.204449532-0.002201477i	+0.021684295+0.000904241i	+0.064227103+0.000779962i	+0.065644646-0.002671126i	-0.002541144+0.000733519i	-0.102893589-0.000319039i	+0.000856343-0.000069893i	-0.003840671+0.000026157i	+0.000321409-0.000002952i	+0.006558013-0.000099767i	+0.000601894+0.000041303i	+0.002355501-0.000004174i	+0.002294125-0.000091077i	-0.000188813+0.000037588i	-0.003751159-0.000008152i
3.00000	0.00000	0.00000	0.00000	0.00000	0.00000 +0.020209849-0.001636629i	-0.112901126+0.000838767i	+0.008389042+0.000262183i	+0.203702239-0.001529663i	+0.021889652+0.000729336i	+0.063924127+0.001092125i	+0.065624124-0.002615282i	-0.002568621+0.000748445i	-0.103230246-0.000000135i	+0.000798423-0.000055708i	-0.003825335+0.000021142i	+0.000277778+0.000011106i	+0.006460444-0.000076488i	+0.000632692+0.000032562i	+0.002292192+0.000015092i	+0.002284473-0.000087841i	-0.000190381+0.000037486i	-0.003818273+0.000012764i
4.00000	0.00000	0.00000	0.00000 0.00000	0.00000 +0.019792130-0.001252735i	-0.112835027+0.000751809i	+0.008299519+0.000359153i	+0.202991221-0.000887498i	+0.022098673+0.000549161i	+0.063820312+0.001213262i	+0.065395701-0.002377431i	-0.002534474+0.000707515i	-0.103494069+0.000238212i	+0.000742061-0.000041975i	-0.003809301+0.000015963i	+0.000257801+0.000017319i	+0.006368154-0.000054756i	+0.000664012+0.000023865i	+0.002268725+0.000022018i	+0.002248533-0.000078489i	-0.000182185+0.000034632i	-0.003866733+0.000027160i
5.00000	0.00000	0.00000	0.00000	0.00000	0.00000 +0.019416572-0.000912845i	-0.112773575+0.000670133i	+0.008271822+0.000397990i	+0.202378842-0.000344692i	+0.022295646+0.000384844i	+0.063831956+0.001232221i	+0.065019259-0.002009109i	-0.002451922+0.000621574i	-0.103686589+0.000408092i	+0.000692559-0.000030089i	-0.003794531+0.000011256i	+0.000250155+0.000019658i	+0.006291203-0.000037068i	+0.000691891+0.000016419i	+0.002265690+0.000022955i	+0.002194300-0.000064978i	-0.000166354+0.000029697i	-0.003900196+0.000036616i
6.00000	0.00000	0.00000	0.00000	0.00000	0.00000 +0.019091559-0.000621073i	-0.112720151+0.000597552i	+0.008297404+0.000385081i	+0.201889086+0.000087225i	+0.022467574+0.000245198i	+0.063933271+0.001171026i	+0.064561461-0.001575209i	-0.002336397+0.000508957i	-0.103776663+0.000479633i	+0.000650501-0.000020131i	-0.003781539+0.000007147i	+0.000253153+0.000018714i	+0.006230820-0.000023457i	+0.000715152+0.000010422i	+0.002278055+0.000019649i	+0.002131438-0.000049672i	-0.000146251+0.000023700i	-0.003913074+0.000039642i
7.00000	0.00000	0.00000	0.00000	0.00000	0.00000 +0.018842525-0.000398596i	-0.112679530+0.000539433i	+0.008356695+0.000338013i	+0.201550999+0.000391988i	+0.022600274+0.000138242i	+0.064075800+0.001066956i	+0.064116949-0.001163041i	-0.002211202+0.000391082i	-0.103761937+0.000452625i	+0.000618638-0.000012652i	-0.003771245+0.000003936i	+0.000263072+0.000015708i	+0.006188701-0.000013995i	+0.000732711+0.000006028i	+0.002298278+0.000014235i	+0.002072347-0.000035550i	-0.000125597+0.000017760i	-0.003906071+0.000036748i
8.00000	0.00000	0.00000	0.00000	0.00000	0.00000 +0.018701987-0.000272464i	-0.112657565+0.000505444i	+0.008411758+0.000289762i	+0.201383754+0.000551853i	+0.022673815+0.000077822i	+0.064186125+0.000978481i	+0.063831393-0.000902129i	-0.002125139+0.000311983i	-0.103701590+0.000385343i	+0.000600771-0.000008520i	-0.003765284+0.000002038i	+0.000273064+0.000012691i	+0.006166757-0.000008994i	+0.000742609+0.000003533i	+0.002315547+0.000009540i	+0.002035292-0.000026836i	-0.000111847+0.000013903i	-0.003891429+0.000031922i
9.00000	0.00000	0.00000	0.00000	0.00000	0.00000 +0.018594720-0.000176355i	-0.112642453+0.000479040i	+0.008464733+0.000244457i	+0.201280743+0.000655176i	+0.022728166+0.000034662i	+0.064280613+0.000904992i	+0.063574652-0.000667584i	-0.002042193+0.000236697i	-0.103618500+0.000300247i	+0.000587210-0.000005378i	-0.003760707+0.000000601i	+0.000282268+0.000010033i	+0.006152845-0.000005848i	+0.000749564+0.000001904i	+0.002329425+0.000005976i	+0.002002180-0.000019099i	-0.000098996+0.000010371i	-0.003873701+0.000026374i
