      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      20.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.065918     -0.7163086     -0.3471680       178.5937      -1.538086       91.03271

      22.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.057129     -0.7250977     -0.3427734       178.4839      -1.516113       91.05469

      24.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.048340     -0.7294922     -0.3383789       178.3960      -1.472168       91.05469

      26.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.043945     -0.7382812     -0.3383789       178.3081      -1.472168       91.05469

      28.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.043945     -0.7426758     -0.3383789       178.2642      -1.450195       91.05469

      30.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7470703     -0.3383789       178.2202      -1.428223       91.07666

      32.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7470703     -0.3339844       178.1982      -1.428223       91.07666

      34.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7470703     -0.3339844       178.1543      -1.428223       91.07666

      36.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7514648     -0.3339844       178.1543      -1.428223       91.07666

      38.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7514648     -0.3339844       178.1323      -1.428223       91.07666

      40.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7514648     -0.3339844       178.1323      -1.406250       91.07666

      42.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7514648     -0.3339844       178.1104      -1.406250       91.07666

      44.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7514648     -0.3339844       178.1104      -1.406250       91.07666

      46.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7514648     -0.3339844       178.1104      -1.406250       91.07666

      48.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7514648     -0.3339844       178.1104      -1.406250       91.07666

      50.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.1104      -1.406250       91.07666

      52.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.1104      -1.406250       91.07666

      54.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.1104      -1.406250       91.07666

      56.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      58.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      60.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      62.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      64.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      66.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      68.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      70.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      72.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      74.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      76.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      78.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      80.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      82.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      84.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      86.00000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       9.039551     -0.7558594     -0.3339844       178.0884      -1.406250       91.07666

