0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01552474137727E-1-3.18952790506702E-6i	+1.98931887281032E-2-1.30448387027487E-4i	-6.46533263947215E-2-2.98140466939841E-4i	-1.09725022271658E-2-3.75661002003532E-5i	+1.12153229963824E-1-7.57833955590033E-6i	+8.84532099514265E-3+1.05414085466043E-4i	+6.38522039115618E-2-1.08833564058594E-4i	-8.70326732388644E-4+4.51227044605356E-7i	+1.02251428756131E-1-1.09044604018925E-5i	+6.15912989248665E-3-5.83097358496441E-7i	+6.62578537752331E-4-5.67798219237811E-7i	-2.36815248835456E-3+2.27658915784656E-6i	-3.34814801759511E-4-2.91437714561535E-7i	+3.72770791089411E-3-1.67406713428359E-6i	+3.20970211491348E-4+2.20996409171988E-7i	+1.94973041141682E-3+2.44631605800399E-7i	-3.01759700294202E-5+2.25475592222953E-7i	+3.74142048931677E-3-1.52773205237745E-6i
1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.02952936469410E-1-6.30437491843368E-4i	+1.92260589653212E-2+2.18827282921315E-4i	-6.43664294427502E-2-8.52617390259221E-4i	-1.17601324799607E-2+2.81571054043663E-4i	+1.11788358433973E-1+1.49611166444687E-4i	+8.83748604014766E-3+2.08049044394484E-4i	+6.35805862626775E-2+3.93240733821260E-4i	-9.20657568175148E-4-4.92354306806494E-5i	+1.01487226973131E-1+9.23820835070804E-4i	+6.22596018424648E-3-3.46546649201054E-6i	+6.25887655634694E-4+1.04731909492721E-6i	-2.27710181945775E-3-9.41648688504094E-6i	-3.68539988440491E-4+7.64368395790737E-7i	+3.71212140385243E-3-1.45526447906247E-6i	+3.02266492128539E-4+2.97583275301257E-6i	+1.90256472211784E-3+4.87411494932486E-6i	-2.21769193968244E-5-1.18711919514486E-6i	+3.59845991028814E-3+1.51365817498485E-5i
2.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.02894743776976E-1-5.73685900166281E-4i	+1.92372943422504E-2+2.14188345524737E-4i	-6.41856007499168E-2-1.03524163767926E-3i	-1.17415632066540E-2+2.65900767545926E-4i	+1.11796252295176E-1+1.44773069371288E-4i	+8.77315602968531E-3+2.62818427363306E-4i	+6.38204412995528E-2+1.75734185439164E-4i	-9.69908877689884E-4-1.05060960386253E-5i	+1.01521489822267E-1+8.68588673144423E-4i	+6.21993612642558E-3-2.89989830008230E-6i	+6.26192630436683E-4+1.06776720037497E-6i	-2.25015465510336E-3-1.23710047800203E-5i	-3.66857716194675E-4+6.20874669385167E-7i	+3.71257842344812E-3-1.46681618417709E-6i	+2.94739215075206E-4+3.69662495523566E-6i	+1.92449964599035E-3+3.05991570966950E-6i	-2.67329545384288E-5-7.90330764070858E-7i	+3.60763195241462E-3+1.39055167526965E-5i
3.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.02715132078146E-1-4.05848800987048E-4i	+1.92759980448880E-2+1.88934009494173E-4i	-6.39851148364621E-2-1.22006724247045E-3i	-1.16821678991220E-2+2.18468771901635E-4i	+1.11811244771142E-1+1.38809884007380E-4i	+8.69835271423596E-3+3.20537385644987E-4i	+6.41053860192553E-2-7.11232557982201E-5i	-1.02785721645754E-3+3.62677951028666E-5i	+1.01608712931066E-1+7.43394447670328E-4i	+6.20264726155952E-3-1.38175361760505E-6i	+6.28901731422836E-4+8.87411070979665E-7i	-2.22409695037984E-3-1.50340186121619E-5i	-3.62017282280447E-4+2.41387830057147E-7i	+3.71308096757664E-3-1.45283645981301E-6i	+2.87229644144048E-4+4.34020177434832E-6i	+1.94923060998770E-3+1.10417513098813E-6i	-3.22556509746272E-5-3.07840779104558E-7i	+3.62776951533373E-3+1.13036106540694E-5i
4.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.02411276789275E-1-1.40271141707739E-4i	+1.93454913017057E-2+1.40455657565684E-4i	-6.38186071039565E-2-1.33949746384437E-3i	-1.15816357913452E-2+1.43661944977765E-4i	+1.11832403968117E-1+1.32074889624636E-4i	+8.63103305234150E-3+3.63404926234575E-4i	+6.43500900674952E-2-2.66167169196196E-4i	-1.07992957783683E-3+7.82743802413829E-5i	+1.01756455911913E-1+5.54705705771292E-4i	+6.17557805440883E-3+8.43910726519795E-7i	+6.34334042319026E-4+4.75844921071248E-7i	-2.20909502530631E-3-1.61836359887147E-5i	-3.54445177116882E-4-3.20263014115532E-7i	+3.71357872706296E-3-1.40623314321610E-6i	+2.82237549658218E-4+4.64071856510588E-6i	+1.96849223376546E-3-2.94875931608563E-7i	-3.72341358244217E-5+1.25411861366349E-7i	+3.65717406844155E-3+7.70774349915155E-6i
5.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.02045045311287E-1+1.54859666176468E-4i	+1.94333694348254E-2+7.89548829600542E-5i	-6.37389152595731E-2-1.35355994093450E-3i	-1.14558913021828E-2+5.91336568524846E-5i	+1.11854769215210E-1+1.25717505800426E-4i	+8.58998418226590E-3+3.76855056070617E-4i	+6.44937647550116E-2-3.65800343000201E-4i	-1.11340463779959E-3+1.04510325562195E-4i	+1.01930402919227E-1+3.54344305478192E-4i	+6.14576873415639E-3+3.12611895908218E-6i	+6.41226380496467E-4-3.79637394556487E-8i	-2.21037618524238E-3-1.54032567851462E-5i	-3.45907274948762E-4-8.86361591221080E-7i	+3.71399145285517E-3-1.33464500422991E-6i	+2.81624824494978E-4+4.44149153426612E-6i	+1.97804521841626E-3-8.46667461007832E-7i	-4.03756610652128E-5+3.88983759757607E-7i	+3.68727548580347E-3+4.24863872132332E-6i
6.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01746076763666E-1+3.59974237965834E-4i	+1.95125643420776E-2+3.00502044774279E-5i	-6.37099459250925E-2-1.32405064010780E-3i	-1.13457433286956E-2-5.16774890422521E-6i	+1.11877957723006E-1+1.17352314282296E-4i	+8.56403836255735E-3+3.80768624467178E-4i	+6.45123708094401E-2-3.55217041274370E-4i	-1.12444514566319E-3+1.12563775898119E-4i	+1.02111213526610E-1+1.62939480225000E-4i	+6.12495370464544E-3+4.55705008983077E-6i	+6.46579706094112E-4-3.80464266607030E-7i	-2.21737785543582E-3-1.40722894212929E-5i	-3.39372752733413E-4-1.25932064684336E-6i	+3.71471561566908E-3-1.30901741402027E-6i	+2.81994172400835E-4+4.19130541190852E-6i	+1.97670767279381E-3-5.57652634456783E-7i	-4.13522145991285E-5+4.59639622850501E-7i	+3.71515556997784E-3+1.25197815331197E-6i
7.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01388701223769E-1+5.84333526794579E-4i	+1.96162695037060E-2-3.46395468346159E-5i	-6.37849139014336E-2-1.18246417623575E-3i	-1.12095597559554E-2-7.76970272083220E-5i	+1.11906872166427E-1+1.07803649984444E-4i	+8.56795791649517E-3+3.53608551928360E-4i	+6.44486065373398E-2-2.89431442736360E-4i	-1.11781886469906E-3+1.08844253455319E-4i	+1.02295543764651E-1-1.27922823644932E-5i	+6.10239040712141E-3+5.89944899671990E-6i	+6.53672445042180E-4-8.38318108344638E-7i	-2.24078600629299E-3-1.09902627073127E-5i	-3.32031305964159E-4-1.61925840129128E-6i	+3.71553538665626E-3-1.26414819588869E-6i	+2.86841014718037E-4+3.46495597372720E-6i	+1.96979398732965E-3+1.08565769573153E-7i	-4.10330333844410E-5+4.41985241033761E-7i	+3.73986386729347E-3-1.20011426436060E-6i
8.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01163034430047E-1+6.99992305983239E-4i	+1.96926104591786E-2-7.89602328136345E-5i	-6.39000412947731E-2-1.03059968463257E-3i	-1.11152062169241E-2-1.20560664489964E-4i	+1.11930735305280E-1+9.90114129940077E-5i	+8.58909379676277E-3+3.20222386750012E-4i	+6.43404397628091E-2-2.03682828765208E-4i	-1.09851226801409E-3+9.67372763019093E-5i	+1.02405489302773E-1-1.08546369247464E-4i	+6.09073556261905E-3+6.39220444564352E-6i	+6.58461934187801E-4-1.10489455196588E-6i	-2.26429594230306E-3-8.16641983536710E-6i	-3.27659777356234E-4-1.76913618462090E-6i	+3.71634750062154E-3-1.25421531420439E-6i	+2.92084517617768E-4+2.80902391003375E-6i	+1.96104398010899E-3+7.87462287946941E-7i	-3.97581688546976E-5+3.59397344803153E-7i	+3.75285685202436E-3-2.35973064259756E-6i
9.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.00989620480210E-1+7.60402410101236E-4i	+1.97677112600139E-2-1.19341463275646E-4i	-6.40608168944257E-2-8.43231873865362E-4i	-1.10286137016730E-2-1.50950370071169E-4i	+1.11958510857553E-1+8.81735161686180E-5i	+8.62658861315691E-3+2.75309554057606E-4i	+6.41826970372531E-2-9.59399210010576E-5i	-1.06545391667295E-3+7.69408193765876E-5i	+1.02484446892161E-1-1.68086751096188E-4i	+6.08457689434739E-3+6.42383447422841E-6i	+6.62779387516706E-4-1.30193754187048E-6i	-2.29220151053672E-3-5.03381735403199E-6i	-3.24491537198175E-4-1.80663578305911E-6i	+3.71743412555357E-3-1.26220169038937E-6i	+2.98733808225403E-4+2.06277413394462E-6i	+1.95009129780136E-3+1.53031455224633E-6i	-3.76247749370322E-5+2.26137715972024E-7i	+3.76057761216007E-3-2.94020449911991E-6i
10.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.00902621688815E-1+7.54533441623243E-4i	+1.98274746187020E-2-1.48217965987539E-4i	-6.42355880213515E-2-6.59668157913473E-4i	-1.09660526283717E-2-1.63713219569080E-4i	+1.11986400681382E-1+7.62359796928571E-5i	+8.67241995645713E-3+2.28947522949445E-4i	+6.40208027937782E-2+3.79914641314648E-7i	-1.02666708858362E-3+5.47288113765871E-5i	+1.02509995104475E-1-1.79377882418935E-4i	+6.08500947225868E-3+5.96678829891795E-6i	+6.65781276770959E-4-1.40030648416673E-6i	-2.31883953030882E-3-2.19760566030921E-6i	-3.23048289708112E-4-1.71584948515883E-6i	+3.71866950411440E-3-1.28952081568861E-6i	+3.05325271435136E-4+1.38308907428950E-6i	+1.94030065612745E-3+2.09446377696675E-6i	-3.52623106098067E-5+9.25913763912100E-8i	+3.76168298803696E-3-2.88991320094161E-6i
11.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.00896742987698E-1+6.91368359132805E-4i	+1.98690635401436E-2-1.64277786697266E-4i	-6.43930041698453E-2-5.07589052710404E-4i	-1.09281100888891E-2-1.61769419995198E-4i	+1.12012824734824E-1+6.38025827884328E-5i	+8.71666054357283E-3+1.88967543383400E-4i	+6.38779328563276E-2+7.37161519150718E-5i	-9.87244717651986E-4+3.37984522040421E-5i	+1.02493907460038E-1-1.59385249875523E-4i	+6.09107962645345E-3+5.16263277604705E-6i	+6.67345255990757E-4-1.39212075636691E-6i	-2.34042186729689E-3-1.76891878181249E-8i	-3.23081629953334E-4-1.55221463235926E-6i	+3.71996991483752E-3-1.33344459048499E-6i	+3.10809387604633E-4+8.63094406245312E-7i	+1.93280860116231E-3+2.43837953996140E-6i	-3.30356891449667E-5-7.42036432320653E-9i	+3.75872489948801E-3-2.51596652878372E-6i
12.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.00927844279034E-1+6.25870364753976E-4i	+1.98916318614970E-2-1.71976692916687E-4i	-6.44978646607784E-2-4.09722111300042E-4i	-1.09133259974258E-2-1.53042506772175E-4i	+1.12032419463190E-1+5.47408421766846E-5i	+8.74882824290046E-3+1.61854079800406E-4i	+6.37980944215268E-2+1.03297535462396E-4i	-9.59811975517126E-4+2.02012755363777E-5i	+1.02460701991557E-1-1.27784434919242E-4i	+6.09742807987564E-3+4.47815311418846E-6i	+6.68055857717844E-4-1.36064181384944E-6i	-2.35417880135321E-3+1.32127704450321E-6i	-3.23834799913681E-4-1.39529142787527E-6i	+3.72095120112339E-3-1.37270299698362E-6i	+3.14467416903800E-4+5.27403434211534E-7i	+1.92969029637415E-3+2.49279331289556E-6i	-3.16051780896208E-5-5.82493714886143E-8i	+3.75431042008727E-3-2.05950241838322E-6i
13.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01006380861237E-1+5.21426669473161E-4i	+1.99053959353665E-2-1.71001567884596E-4i	-6.45837278307580E-2-3.38447766047692E-4i	-1.09069124634118E-2-1.38942428412099E-4i	+1.12054564759598E-1+4.35841907300869E-5i	+8.77800132652806E-3+1.40622382109255E-4i	+6.37229545961543E-2+1.28424693825758E-4i	-9.32134876499946E-4+7.56508747500274E-6i	+1.02417998037739E-1-9.47890674589728E-5i	+6.10759361994026E-3+3.53112437025309E-6i	+6.67747340244029E-4-1.23966585327264E-6i	-2.36384249257300E-3+2.17190547168290E-6i	-3.25106541966608E-4-1.21065709397852E-6i	+3.72215317242064E-3-1.42232425033048E-6i	+3.17201936033172E-4+3.19846876916634E-7i	+1.92703974416100E-3+2.50836993484581E-6i	-3.03202579062649E-5-8.87678029101428E-8i	+3.75001359345005E-3-1.68590060805839E-6i
14.00000	0.00000	0.00000	0.00000	0.00000	0.00000	+2.01085909883478E-1+4.31397265989722E-4i	+1.99130174336086E-2-1.69613669108069E-4i	-6.46459252609904E-2-2.86417392423454E-4i	-1.09090626882094E-2-1.22939338952578E-4i	+1.12073037281573E-1+3.48902823982065E-5i	+8.80154080645733E-3+1.24007910042175E-4i	+6.36889553553308E-2+1.24354443825890E-4i	-9.11680575291377E-4-7.73153719218961E-7i	+1.02371623407446E-1-5.90051252863313E-5i	+6.11638605631650E-3+2.76649043215815E-6i	+6.67430043338692E-4-1.15468223120842E-6i	-2.37094378625778E-3+2.80495569593445E-6i	-3.26594065265979E-4-1.03538888188286E-6i	+3.72313176594461E-3-1.47050574820113E-6i	+3.19339351192432E-4+1.63648711349565E-7i	+1.92727898995913E-3+2.34082930181029E-6i	-2.94908023151314E-5-9.57621367615329E-8i	+3.74532109875028E-3-1.29750520641292E-6i
